company_number,company_name,company_type,company_subtype,company_status,date_of_creation,date_of_cessation,sic_codes,is_community_interest_company,has_insolvency_history,governed_by,business_activity,branch_parent_company_name,branch_parent_company_number,registered_office_address,address_premises,address_line_1,address_line_2,address_locality,address_region,address_postal_code,address_country,insolvency_case_count,most_recent_case_type,most_recent_case_number,case_date_1_type,case_date_1_value,case_date_2_type,case_date_2_value,case_date_3_type,case_date_3_value,case_date_4_type,case_date_4_value,case_date_5_type,case_date_5_value,practitioners_count,practitioner_1_name,practitioner_1_role,practitioner_1_appointed_on,practitioner_1_ceased_to_act_on,practitioner_1_address,practitioner_2_name,practitioner_2_role,practitioner_2_appointed_on,practitioner_2_ceased_to_act_on,practitioner_2_address,practitioner_3_name,practitioner_3_role,practitioner_3_appointed_on,practitioner_3_ceased_to_act_on,practitioner_3_address,case_notes,all_case_types,earliest_insolvency_date,latest_insolvency_date
09340264,1ST CARE CUMBRIA LIMITED,ltd,,dissolved,2014-12-04,2018-07-04,86210,False,True,,,,,"C/O Mazars Llp, One St Peters Square, Manchester, M2 3DE, United Kingdom",,C/O Mazars Llp,One St Peters Square,Manchester,,M2 3DE,United Kingdom,1,creditors-voluntary-liquidation,1,wound-up-on,2017-02-01,dissolved-on,2018-07-04,,,,,,,2,Conrad Alexander Pearson,practitioner,2017-02-01,,"Forvis Mazars Llp One St Peters Square, Manchester, M2 3DE",Patrick Alexander Lannagan,practitioner,2017-02-01,,"Forvis Mazars Llp One St Peters Square, Manchester, M2 3DE",,,,,,,creditors-voluntary-liquidation,2017-02-01,2018-07-04
08525796,YORKSHIRE HEALTH PARTNERS LIMITED,ltd,,active,2013-05-13,,86210,False,False,,,,,"Unit 2, Westbridge Court Annie Med Lane, South Cave, Brough, HU15 2HG, England",,"Unit 2, Westbridge Court Annie Med Lane",South Cave,Brough,,HU15 2HG,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09320474,SW LAMBETH HEALTH CARE LIMITED,ltd,,dissolved,2014-11-20,2019-08-13,86900,False,False,,,,,"18 Vera Avenue, Ramsay House, London, N21 1RA, England",,18 Vera Avenue,Ramsay House,London,,N21 1RA,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05819620,HORIZON HEALTH CHOICES LIMITED,ltd,,dissolved,2006-05-17,2019-11-20,86900,False,True,,,,,"2 Pacific Court, Atlantic Street, Altrincham, Cheshire, WA14 5BJ",,2 Pacific Court,Atlantic Street,Altrincham,Cheshire,WA14 5BJ,,2,creditors-voluntary-liquidation,2,wound-up-on,2018-01-12,dissolved-on,2019-11-20,,,,,,,2,Kevin Lucas,practitioner,2018-01-12,,"32 Stamford Street, Altrincham, Cheshire, WA14 1EY",Kevin Lucas,practitioner,2018-01-12,,"32 Stamford Street, Altrincham, Cheshire, WA14 1EY",,,,,,,in-administration; creditors-voluntary-liquidation,2016-12-14,2019-11-20
09805927,THE ST WERBURGH MEDICAL PRACTICE LIMITED,ltd,,dissolved,2015-10-02,2018-03-27,86210,False,False,,,,,"98 Bells Lane, Hoo, Rochester, Kent, ME3 9HU, England",,98 Bells Lane,Hoo,Rochester,Kent,ME3 9HU,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09818525,LEWISHAM PRIMARY CARE PARTNERSHIP LIMITED,ltd,,dissolved,2015-10-09,2019-06-25,86210,False,False,,,,,"Ramsay House, 18 Vera Avenue, London, N21 1RA, England",,Ramsay House,18 Vera Avenue,London,,N21 1RA,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09310453,ORBIT HEALTHCARE LIMITED,ltd,,dissolved,2014-11-13,2023-02-07,86210,False,False,,,,,"Mazars Llp, One St. Peter's Square, Manchester, M2 3DE, England",,Mazars Llp,One St. Peter's Square,Manchester,,M2 3DE,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09667230,LIVEWELL HEALTH PRACTICE LIMITED,ltd,,dissolved,2015-07-02,2018-12-04,86210,False,False,,,,,"200 Mount Gould Road, Plymouth, PL4 7PY, England",,200 Mount Gould Road,,Plymouth,,PL4 7PY,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09374603,NEWCASTLE MEDICAL CENTRE LTD,ltd,,dissolved,2015-01-06,2018-01-30,74909,False,False,,,,,"Newcastle Medical Centre C/O Boots The Chemist, Hotspur Way, Eldon Square, Newcastle Upon Tyne, NE1 7XR",,Newcastle Medical Centre C/O Boots The Chemist,Hotspur Way,Eldon Square,Newcastle Upon Tyne,NE1 7XR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09684635,LEWISHAM HEALTHCARE LIMITED,ltd,,dissolved,2015-07-14,2018-10-02,86210,False,False,,,,,"18 Vera Avenue, London, N21 1RA, England",,18 Vera Avenue,,London,,N21 1RA,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09954754,NEWHAM HEALTH COLLABORATIVE CIC,ltd,community-interest-company,active,2016-01-15,,86210,True,False,,,,,"Vicarage Lane Health Centre 10 Vicarage Lane, First Floor, Stratford, United Kingdom, E15 4ES, England",,Vicarage Lane Health Centre 10 Vicarage Lane,First Floor,Stratford,United Kingdom,E15 4ES,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09071419,CLOVER HEALTH LIMITED,ltd,,dissolved,2014-06-04,2019-11-12,86210,False,False,,,,,"Bay Lodge, 36 Harefield Road, Uxbridge, Middlesex, UB8 1PH, England",,Bay Lodge,36 Harefield Road,Uxbridge,Middlesex,UB8 1PH,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10259076,DHU 111 (EAST MIDLANDS) CIC,ltd,community-interest-company,dissolved,2016-06-30,2025-09-30,86210,True,False,,,,,"2 Roundhouse Road, Pride Park, Derby, DE24 8JE, England",,2 Roundhouse Road,Pride Park,Derby,,DE24 8JE,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09749218,LEWISHAM 4 HEALTH LIMITED,ltd,,dissolved,2015-08-26,2018-05-15,86210,False,False,,,,,"Ramsey House, 18 Vera Avenue, London, N21 1RA, England",,Ramsey House,18 Vera Avenue,London,,N21 1RA,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07584107,LIVEWELL SOUTHWEST CIC,private-limited-guarant-nsc,community-interest-company,active,2011-03-30,,86101,True,False,,,,,"Local Care Centre, 200 Mount Gould Road, Plymouth, Devon, PL4 7PY",,Local Care Centre,200 Mount Gould Road,Plymouth,Devon,PL4 7PY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09831676,NORTH LEWISHAM HEALTH LIMITED,ltd,,dissolved,2015-10-19,2019-01-08,86210,False,False,,,,,"Ramsay House, 18 Vera Avenue, London, N21 1RA, England",,Ramsay House,18 Vera Avenue,London,,N21 1RA,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09893373,BHR GP SOLUTIONS LIMITED,ltd,,dissolved,2015-11-30,2022-03-01,86210,False,False,,,,,"39 Wood Lane, Hornchurch, Essex, RM12 5HX, England",,39 Wood Lane,,Hornchurch,Essex,RM12 5HX,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10366580,GRABADOC HEALTHCARE ALLIANCE LIMITED,ltd,,dissolved,2016-09-08,2022-07-05,86210,False,False,,,,,"394 Shooters Hill Road, London, SE18 4LP",,394 Shooters Hill Road,,London,,SE18 4LP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09817750,ASHURST HEALTHCARE LIMITED,ltd,,active,2015-10-09,,86210,False,False,,,,,"Richard House, 9 Winckley Square, Preston, Lancashire, PR1 3HP, United Kingdom",,Richard House,9 Winckley Square,Preston,Lancashire,PR1 3HP,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04709142,SAFECARE NETWORK LIMITED,private-limited-guarant-nsc,,active,2003-03-24,,86210,False,False,,,,,"Ashby Clinic, Collum Lane, Ashby, Scunthorpe, Lincolnshire, DN16 2SZ, England",,"Ashby Clinic, Collum Lane",Ashby,Scunthorpe,Lincolnshire,DN16 2SZ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC318155,FULCRUM MEDICAL PRACTICE LLP,llp,,dissolved,2006-03-03,2023-04-11,,False,False,,,,,"Acklam Road, Middlesbrough, Cleveland, TS5 4EQ",,Acklam Road,Middlesbrough,Cleveland,,TS5 4EQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03217603,FRENDOC LIMITED,private-limited-guarant-nsc,,dissolved,1996-06-27,2015-05-12,86210,False,False,,,,,"The Orchard Medical Centre Mac Donald Walk, Kingswood, Bristol, BS15 8NJ",,The Orchard Medical Centre Mac Donald Walk,Kingswood,Bristol,,BS15 8NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05241096,CHORLEY MEDICS LIMITED,private-limited-guarant-nsc,,dissolved,2004-09-24,2023-11-09,86210; 86220; 86900,False,True,,,,,"Ground Floor Seneca House Links Point, Amy Johnson Way, Blackpool, Lancashire, FY4 2FF",,Ground Floor Seneca House Links Point,Amy Johnson Way,Blackpool,Lancashire,FY4 2FF,,1,members-voluntary-liquidation,1,wound-up-on,2020-06-09,dissolved-on,2023-11-09,,,,,,,2,Christopher Brindle,practitioner,2020-06-09,,"Ground Floor, Seneca House Links Point, Amy Johnson Way, Blackpool, Lancashire, FY4 2FF",Richard Ian Williamson,practitioner,2020-06-09,,"Seneca House Links Point, Amy Johnson Way, Blackpool, Lancashire, FY4 2FF",,,,,,,members-voluntary-liquidation,2020-06-09,2023-11-09
07369706,TEESSIDE URGENT CARE COMMUNITY INTEREST COMPANY,ltd,community-interest-company,dissolved,2010-09-08,2025-04-29,86210; 86900,True,False,,,,,"Cardinal Square First Floor - West, 10 Nottingham Road, Derby, DE1 3QT, England",,Cardinal Square First Floor - West,10 Nottingham Road,Derby,,DE1 3QT,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09944247,CROSBY VILLAGE SURGERY LIMITED,ltd,,dissolved,2016-01-11,2019-06-16,86210,False,True,,,,,"Oriel House, 2 - 8 Oriel  Road, Bootle, Merseyside, L20 7EP, England",,Oriel House,2 - 8 Oriel  Road,Bootle,Merseyside,L20 7EP,England,1,creditors-voluntary-liquidation,1,wound-up-on,2018-01-24,dissolved-on,2019-06-16,,,,,,,1,Richard Ian Williamson,practitioner,2018-01-24,,"Seneca House Links Point, Amy Johnson Way, Blackpool, Lancashire, FY4 2FF",,,,,,,,,,,,creditors-voluntary-liquidation,2018-01-24,2019-06-16
09946036,CROSSWAYS PRACTICE LIMITED,ltd,,dissolved,2016-01-12,2019-06-16,86210,False,True,,,,,"Ground Floor Seneca House Links Point, Amy Johnson Way, Blackpool, Lancashire, FY4 2FF",,Ground Floor Seneca House Links Point,Amy Johnson Way,Blackpool,Lancashire,FY4 2FF,,1,creditors-voluntary-liquidation,1,wound-up-on,2018-01-24,dissolved-on,2019-06-16,,,,,,,1,Richard Ian Williamson,practitioner,2018-01-24,,"Seneca House Links Point, Amy Johnson Way, Blackpool, Lancashire, FY4 2FF",,,,,,,,,,,,creditors-voluntary-liquidation,2018-01-24,2019-06-16
09944026,LITHERLAND PRACTICE LIMITED,ltd,,dissolved,2016-01-11,2019-06-16,86210,False,True,,,,,"Ground Floor Seneca House Links Point, Amy Johnson Way, Blackpool, Lancashire, FY4 2FF",,Ground Floor Seneca House Links Point,Amy Johnson Way,Blackpool,Lancashire,FY4 2FF,,1,creditors-voluntary-liquidation,1,wound-up-on,2018-01-24,dissolved-on,2019-06-16,,,,,,,1,Richard Ian Williamson,practitioner,2018-01-24,,"Seneca House Links Point, Amy Johnson Way, Blackpool, Lancashire, FY4 2FF",,,,,,,,,,,,creditors-voluntary-liquidation,2018-01-24,2019-06-16
09943988,MAGHULL (PARKHAVEN) SURGERY LIMITED,ltd,,dissolved,2016-01-11,2019-06-16,86210,False,True,,,,,"Seneca House Links Point, Amy Johnson Way, Blackpool, Lancashire, FY4 2FF",,Seneca House Links Point,Amy Johnson Way,Blackpool,Lancashire,FY4 2FF,,1,creditors-voluntary-liquidation,1,wound-up-on,2018-01-24,dissolved-on,2019-06-16,,,,,,,1,Richard Ian Williamson,practitioner,2018-01-24,,"Seneca House Links Point, Amy Johnson Way, Blackpool, Lancashire, FY4 2FF",,,,,,,,,,,,creditors-voluntary-liquidation,2018-01-24,2019-06-16
09944040,SEAFORTH VILLAGE SURGERY LIMITED,ltd,,dissolved,2016-01-11,2019-06-20,86210,False,True,,,,,"Oriel House, 2 - 8 Oriel Road, Bootle, Merseyside, L20 7EP, England",,Oriel House,2 - 8 Oriel Road,Bootle,Merseyside,L20 7EP,England,1,creditors-voluntary-liquidation,1,wound-up-on,2018-01-24,dissolved-on,2019-06-20,,,,,,,1,Richard Ian Williamson,practitioner,2018-01-24,,"Seneca House Links Point, Amy Johnson Way, Blackpool, Lancashire, FY4 2FF",,,,,,,,,,,,creditors-voluntary-liquidation,2018-01-24,2019-06-20
IP29848R,BANES ENHANCED MEDICAL SERVICES + LIMITED,registered-society-non-jurisdictional,,active,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09114250,GP HEALTH PARTNERS LTD,ltd,,active,2014-07-03,,86210,False,False,,,,,"Lake House 2 Port Way, Port Solent, Portsmouth, Hampshire, PO6 4TY, United Kingdom",,Lake House 2 Port Way,Port Solent,Portsmouth,Hampshire,PO6 4TY,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04629786,NORTH STAFFORDSHIRE URGENT CARE LIMITED,ltd,,dissolved,2003-01-07,2015-06-12,86210,False,True,,,,,"570-572 Etruria Road, Newcastle, Staffordshire, ST5 0SU",,570-572 Etruria Road,,Newcastle,Staffordshire,ST5 0SU,,1,members-voluntary-liquidation,1,dissolved-on,2015-06-12,wound-up-on,2014-07-16,,,,,,,1,Philip Barrington Wood,practitioner,2014-07-16,,"570-572 Etruria Road, Newcastle, Staffordshire, ST5 0SU",,,,,,,,,,,,members-voluntary-liquidation,2014-07-16,2015-06-12
09359489,MILLENNIUM HEALTH LTD,ltd,,active,2014-12-17,,86210,False,False,,,,,"244 Beaumont Lodge Medical Practice, Astill Lodge Road, Leicester, LE4 1EF, England",,244 Beaumont Lodge Medical Practice,Astill Lodge Road,Leicester,,LE4 1EF,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03456693,BARDOC LIMITED,converted-or-closed,,converted-closed,1997-10-28,2012-02-08,82990,False,False,,,,,"D T E House, Hollins Mount, Bury, Lancashire, BL9 8AT",,D T E House,Hollins Mount,Bury,Lancashire,BL9 8AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07568015,HCRG CARE COMMUNITY SERVICES LTD,ltd,,active,2011-03-17,,86210,False,False,,,,,"The Heath Business And Technical Park, Runcorn, Cheshire, WA7 4QX, United Kingdom",,The Heath Business And Technical Park,,Runcorn,Cheshire,WA7 4QX,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09160780,HAVERING HEALTH LTD,ltd,,active,2014-08-05,,86210,False,False,,,,,"170 Rush Green Rd, Rush Green, Essex, RM7 0JU, United Kingdom",,170 Rush Green Rd,,Rush Green,Essex,RM7 0JU,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC418625,THE COTSWOLD DOCTORS LLP,llp,,dissolved,2017-08-16,2020-10-06,,False,False,,,,,"Bownham House, Rodborough Common, Stroud, GL5 5BU, England",,Bownham House,Rodborough Common,Stroud,,GL5 5BU,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09876402,BARNET FEDERATED GPS C.I.C.,ltd,community-interest-company,active,2015-11-17,,86210,True,False,,,,,"311 Ballards Lane Finchley, London, N12 8LY, England",,311 Ballards Lane Finchley,,London,,N12 8LY,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09611033,MERTON HEALTH CIC,ltd,community-interest-company,active,2015-05-27,,86210,True,False,,,,,"Merton Civic Centre, London Road, Morden, SM4 5DX, England",,Merton Civic Centre,London Road,Morden,,SM4 5DX,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09185791,MEDI ACCESS LTD,ltd,,active,2014-08-21,,86210,False,False,,,,,"71-75 Shelton Street Shelton Street, Covent Garden, London, WC2H 9JQ, England",,71-75 Shelton Street Shelton Street,Covent Garden,London,,WC2H 9JQ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06634284,WIDNES HIGHFIELD HEALTH LTD,ltd,,active,2008-07-01,,86210,False,False,,,,,"Highfield Hospital, Highfield Road, Widnes, WA8 7DJ, England",,Highfield Hospital,Highfield Road,Widnes,,WA8 7DJ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07669163,PRACTICE PLUS GROUP LIMITED,ltd,,dissolved,2011-06-14,2022-07-12,86900,False,False,,,,,"Hawker House 5-6 Napier Court, Napier Road, Reading, RG1 8BW, England",,Hawker House 5-6 Napier Court,Napier Road,Reading,,RG1 8BW,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07148599,WEST LANCASHIRE HEALTH PARTNERSHIP (2009) COMMUNITY INTEREST COMPANY,ltd,community-interest-company,dissolved,2010-02-05,2017-06-27,86101; 86210,True,False,,,,,"Finance Department Southport & Formby Hospital, Town Lane, Merseyside, PR8 6PN",,Finance Department Southport & Formby Hospital,Town Lane,Merseyside,,PR8 6PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08049984,BLUE LANE CARE SERVICES LIMITED,ltd,,dissolved,2012-04-30,2020-02-04,86210,False,False,,,,,"Marston House 5 Elmdon Lane, Marston Green, Solihull, West Midlands, B37 7DL",,Marston House 5 Elmdon Lane,Marston Green,Solihull,West Midlands,B37 7DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05484688,GP SERVICES (STAFFORDSHIRE) LIMITED,ltd,,dissolved,2005-06-20,2015-05-24,86900,False,True,,,,,"570-572 Etruria Road, Newcastle, Staffordshire, ST5 0SU",,570-572 Etruria Road,,Newcastle,Staffordshire,ST5 0SU,,1,members-voluntary-liquidation,1,dissolved-on,2015-05-24,wound-up-on,2014-07-16,,,,,,,1,Philip Barrington Wood,practitioner,2014-07-16,,"570-572 Etruria Road, Newcastle, Staffordshire, ST5 0SU",,,,,,,,,,,,members-voluntary-liquidation,2014-07-16,2015-05-24
06389281,PATIENT FIRST SOCIAL ENTERPRISE LIMITED,ltd,,active,2007-10-03,,86210,False,False,,,,,"114-116 Goodmayes Road, Ilford, IG3 9UZ",,114-116 Goodmayes Road,Ilford,,,IG3 9UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09307301,EASTLEIGH SOUTHERN PARISHES NETWORK LIMITED,ltd,,active,2014-11-12,,86210; 86900,False,False,,,,,"Lowford Primary Care Centre The Lowford Community Centre, Bursledon, Southampton, Hampshire, SO31 8ES, United Kingdom",,Lowford Primary Care Centre The Lowford Community Centre,Bursledon,Southampton,Hampshire,SO31 8ES,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10771707,"THE CONFEDERATION, HILLINGDON CIC",ltd,community-interest-company,active,2017-05-15,,86210,True,False,,,,,"Pembroke Centre, 90 Pembroke Road, Ruislip, HA4 8NX, England",,Pembroke Centre,90 Pembroke Road,Ruislip,,HA4 8NX,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07314335,JALIA HEALTHCARE LTD,ltd,,dissolved,2010-07-14,2019-08-13,86210,False,False,,,,,"Corner Cottage Churchtown, St Cleer, Liskeard, Cornwall, PL14 5DJ",,Corner Cottage Churchtown,St Cleer,Liskeard,Cornwall,PL14 5DJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06646275,CHELTENHAM PRIMARY CARE SERVICES LIMITED,ltd,,dissolved,2008-07-15,2017-05-23,86210,False,False,,,,,"St Catherine's Surgery St Paul's Medical Centre, 121 Swindon Road, Cheltenham, Gloucestershire, GL50 4DP",,St Catherine's Surgery St Paul's Medical Centre,121 Swindon Road,Cheltenham,Gloucestershire,GL50 4DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05809977,424 MEDICAL LIMITED,ltd,,dissolved,2006-05-09,2021-07-13,86210,False,False,,,,,"513 London Road, Cheam, Surrey, SM3 8JR",,513 London Road,Cheam,Surrey,,SM3 8JR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06778299,TYNESIDE PRIMARY CARE COMMUNITY INTEREST COMPANY,ltd,community-interest-company,dissolved,2008-12-22,2025-04-29,86210,True,False,,,,,"Cardinal Square First Floor - West, 10 Nottingham Road, Derby, DE1 3QT, England",,Cardinal Square First Floor - West,10 Nottingham Road,Derby,,DE1 3QT,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06769394,PRIMARY CARE NORTH EAST COMMUNITY INTEREST COMPANY,ltd,community-interest-company,active,2008-12-09,,86210,True,False,,,,,"Cardinal Square First Floor - West, 10 Nottingham Road, Derby, DE1 3QT, England",,Cardinal Square First Floor - West,10 Nottingham Road,Derby,,DE1 3QT,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07005529,THAMES HEALTH COLLABORATIVE COMMUNITY INTEREST COMPANY,ltd,community-interest-company,dissolved,2009-09-01,2017-11-14,82990,True,False,,,,,"Tudor House, 26 Upper Teddington Road, Hampton Wick, Surrey, KT1 4DY",,Tudor House,26 Upper Teddington Road,Hampton Wick,Surrey,KT1 4DY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06644362,ESS PRIMARY CARE SOLUTIONS LIMITED,ltd,,dissolved,2008-07-11,2025-11-29,86210,False,True,,,,,"Cmb Partners Uk Ltd, 49 Tabernacle Street, London, EC2A 4AA",,Cmb Partners Uk Ltd,49 Tabernacle Street,London,,EC2A 4AA,,1,members-voluntary-liquidation,1,due-to-be-dissolved-on,2025-11-29,wound-up-on,2024-09-11,,,,,,,2,Adam Price,practitioner,2024-09-11,,"Craftwork Studios 1-3 Dufferin Street, London, EC1Y 8NA",Lane Gary Bednash,practitioner,2024-09-11,,"Craftwork Studios  1-3 Dufferin Street, London, EC1Y 8NA",,,,,,,members-voluntary-liquidation,2024-09-11,2025-11-29
06606995,GREENBROOK HEALTHCARE (SURREY) LIMITED,ltd,,dissolved,2008-05-30,2025-04-29,86210,False,False,,,,,"Cardinal Square First Floor - West, 10 Nottingham Road, Derby, DE1 3QT, England",,Cardinal Square First Floor - West,10 Nottingham Road,Derby,,DE1 3QT,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07034867,PARTNERS4HEALTH LTD,ltd,,dissolved,2009-09-30,2024-05-25,86210,False,True,,,,,"C/O CURRIE YOUNG LIMITED, 10 King Street, Newcastle Under Lyme, ST5 1EL",,C/O CURRIE YOUNG LIMITED,10 King Street,Newcastle Under Lyme,,ST5 1EL,,1,members-voluntary-liquidation,1,wound-up-on,2019-10-28,dissolved-on,2024-05-25,,,,,,,1,Steven John Currie,practitioner,2019-10-28,,"Currie Young Limited Alexander House Waters Edge Business Park, Campbell Road, Stoke On Trent, Staffordshire, ST4 4DB",,,,,,,,,,,,members-voluntary-liquidation,2019-10-28,2024-05-25
11061404,SPORTS PERFORMANCE RECOVERY LTD,ltd,,dissolved,2017-11-13,2021-01-26,74909; 86900,False,False,,,,,"1 Manor Farm Barns School Lane, Little Melton, Norwich, Norfolk, NR9 3AE, England",,1 Manor Farm Barns School Lane,Little Melton,Norwich,Norfolk,NR9 3AE,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06734314,LOUGHTON COMMUNITY HEALTH LIMITED,ltd,,dissolved,2008-10-27,2018-07-05,86210,False,True,,,,,"Larking Gowen King Street House, 15 Upper King Street, Norwich, Norfolk, NR3 1RB",,Larking Gowen King Street House,15 Upper King Street,Norwich,Norfolk,NR3 1RB,,1,members-voluntary-liquidation,1,wound-up-on,2016-04-05,dissolved-on,2018-07-05,,,,,,,2,Andrew Anderson Kelsall,practitioner,2016-04-05,,"King Street House, 15 Upper King Street, Norwich, Norfolk, NR3 1RB",Lee Anthony Green,practitioner,2016-04-05,,"King Street House, 15 Upper King Street, Norwich, NR3 1RB",,,,,,,members-voluntary-liquidation,2016-04-05,2018-07-05
07641865,HEALTH INCLUSION MATTERS C.I.C.,ltd,community-interest-company,dissolved,2011-05-20,2021-01-12,86900,True,False,,,,,"80 St. Albans Road, Watford, WD17 1RP, England",,80 St. Albans Road,,Watford,,WD17 1RP,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC364849,PRIDERM LLP,llp,,active,2011-05-23,,,False,False,,,,,"C/O Forvis Mazars Llp, One St. Peter's Square, Manchester, M2 3DE, United Kingdom",,C/O Forvis Mazars Llp,One St. Peter's Square,Manchester,,M2 3DE,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06745177,EVOLUTION HEALTH UK LIMITED,ltd,,dissolved,2008-11-10,2017-08-17,86210,False,True,,,,,"81 Bellegrove Road, Welling, Kent, DA16 3PG",,81 Bellegrove Road,,Welling,Kent,DA16 3PG,,1,members-voluntary-liquidation,1,wound-up-on,2015-12-04,dissolved-on,2017-08-17,,,,,,,2,Susan Agnes Maund,practitioner,2015-12-04,,"White Maund Llp, 44-46 Old Steine, Brighton, East Sussex, BN1 1NH",Christopher James Latos,practitioner,2015-12-04,,"White Maund 44-46 Old Steine, Brighton, BN1 1NH",,,,,,,members-voluntary-liquidation,2015-12-04,2017-08-17
06600567,SENTINEL HEALTHCARE SOUTH WEST CIC,ltd,community-interest-company,active,2008-05-22,,86210,True,False,,,,,"Plymouth Science Park Unit 1, 5 Research Way, Plymouth, Devon, PL6 8BT, United Kingdom",,Plymouth Science Park Unit 1,5 Research Way,Plymouth,Devon,PL6 8BT,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06906322,MODALITY INVESTMENTS LIMITED,ltd,,dissolved,2009-05-14,2023-06-28,96090,False,True,,,,,"79 Caroline Street, Birmingham, B3 1UP",,79 Caroline Street,,Birmingham,,B3 1UP,,1,members-voluntary-liquidation,1,due-to-be-dissolved-on,2023-06-28,wound-up-on,2021-11-09,,,,,,,1,Richard Paul James Goodwin,practitioner,2021-11-09,,"79 Caroline Street, Birmingham, B3 1UP",,,,,,,,,,,,members-voluntary-liquidation,2021-11-09,2023-06-28
06333213,LINCOLNSHIRE AND DISTRICT MEDICAL SERVICES LIMITED,ltd,,active,2007-08-03,,86210,False,False,,,,,"Office 7 Fairfield Enterprise Centre, Fairfield Industrial Estate, Louth, Lincolnshire, LN11 0LS",,Office 7 Fairfield Enterprise Centre,Fairfield Industrial Estate,Louth,Lincolnshire,LN11 0LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06866062,HALLCROSS MEDICAL SERVICES LIMITED,ltd,,dissolved,2009-04-01,2026-03-03,86210,False,False,,,,,"Altum House, Heavens Walk, Doncaster, DN4 5HZ, England",,Altum House,Heavens Walk,Doncaster,,DN4 5HZ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
